movie;year;gross;director_likes;actor_likes;cast_likes;social_media;facenumber;imdb;budget
Made of Honor;2008;46012734;10;2370;4298;5;2;5.8;40000000
Gangster Squad;2013;45996718;181;33601;34738;10;3;6.7;60000000
Walking Tall;2004;45860039;10;13143;14146;7;1;6.2;56000000
The Full Monty;1997;45857453;11;2012;2323;4;3;7.2;3500000
The Full Monty;1997;45857453;11;2012;2323;4;3;7.2;3500000
The Rainmaker;1997;45856732;0;14849;16762;8;1;7.1;40000000
Underworld: Rise of the Lycans;2009;45802315;148;1798;2184;3;1;6.6;35000000
Saw 3D: The Final Chapter;2010;45670855;52;1367;1978;3;0;5.6;20000000
Black Rain;1989;45645204;0;1431;1748;3;2;6.6;30000000
The Tigger Movie;2000;45542421;25;573;575;1;0;6.3;30000000
Moonrise Kingdom;2012;45507053;0;26559;27911;9;2;7.8;16000000
O Brother Where Art Thou?;2000;45506619;0;2173;3066;4;3;7.8;26000000
Medicine Man;1992;45500797;323;519;519;1;2;6;40000000
In Good Company;2004;45489752;80;24000;28493;9;2;6.5;26000000
The Man from U.N.C.L.E.;2015;45434443;0;15613;15735;8;2;7.3;75000000
Here Comes the Boom;2012;45290318;153;5319;6727;6;2;6.5;42000000
Domestic Disturbance;2001;45207112;17;13011;13390;7;1;5.5;53000000
Zoolander;2001;45162741;0;32000;34565;10;0;6.6;28000000
The Giver;2014;45089048;176;33000;36064;10;3;6.5;25000000
28 Days Later...;2002;45063889;0;192;241;1;0;7.6;8000000
Hall Pass;2011;45045037;101;2566;3393;5;3;5.9;36000000
Spotlight;2015;44988180;310;990;1058;2;2;8.1;20000000
Frequency;2000;44983704;40;3319;4045;6;0;7.3;31000000
Cop Land;1997;44886089;446;36000;40117;10;3;6.9;10000000
Cop Out;2010;44867349;0;14216;14483;8;2;5.6;37000000
The Juror;1996;44834712;13;25643;26907;9;1;5.6;44000000
A Nightmare on Elm Street 3: Dream Warriors;1987;44793200;55;1105;1584;2;0;6.6;4500000
The Replacements;2000;44737059;41;22585;24024;9;1;6.5;50000000
Young Guns;1988;44726644;58;1304;1747;3;5;6.8;13000000
Scarface;1983;44700000;0;15308;16464;8;0;8.3;25000000
The Artist;2011;44667095;405;2521;4606;6;0;8;15000000
The Internship;2013;44665963;189;2686;5081;6;2;6.3;58000000
Meet Joe Black;1998;44606335;102;23551;23950;9;0;7.1;90000000
Lost in Translation;2003;44566004;0;32011;32015;10;0;7.8;4000000
Napoleon Dynamite;2004;44540956;100;2211;3950;5;0;6.9;400000
The Negotiator;1998;44484065;473;19116;20152;9;2;7.3;50000000
McFarland USA;2015;44469602;51;750;952;1;0;7.4;17000000
Nothing to Lose;1997;44455658;176;1868;2457;4;2;6.7;25000000
Timecop;1994;44450000;0;1505;2010;3;1;5.8;27000000
The Three Stooges;2012;44328238;101;2591;6137;6;0;5.1;40000000
Amistad;1997;44175394;14000;34000;37570;10;2;7.2;36000000
St. Vincent;2014;44134898;51;19360;20330;9;3;7.3;13000000
The Sisterhood of the Traveling Pants 2;2008;44087387;43;2189;3525;5;4;6.2;5000000
The Last Emperor;1987;43984230;973;2043;2451;5;0;7.8;23000000
The Lovely Bones;2009;43982842;0;1743;2370;3;1;6.7;65000000
The Lovely Bones;2009;43982842;0;1742;2369;3;1;6.7;65000000
Speed Racer;2008;43929341;0;884;902;1;0;6.1;120000000
The One;2001;43905746;70;31848;32831;10;1;5.9;49000000
Must Love Dogs;2005;43894863;30;2548;4879;6;2;5.9;30000000
Soul Surfer;2011;43853424;80;3518;5024;6;1;7.1;18000000
Wall Street;1987;43848100;0;1502;1607;3;2;7.4;15000000
Prom Night;2008;43818159;29;3148;4867;6;0;3.9;20000000
Diamonds Are Forever;1971;43800000;82;596;1105;1;2;6.7;7200000
License to Wed;2007;43792641;42;50604;52566;10;3;5.3;35000000
The Gift;2015;43771291;0;2020;3215;4;1;7.1;5000000
The Gift;2015;43771291;0;2020;3215;4;1;7.1;5000000
West Side Story;1961;43650000;34;1324;1802;3;0;7.6;6000000
Under the Tuscan Sun;2003;43601508;22;1046;1310;2;1;6.7;18000000
Cats & Dogs: The Revenge of Kitty Galore;2010;43575716;62;2350;3326;5;0;4.3;85000000
Need for Speed;2014;43568507;76;6464;7081;6;1;6.5;66000000
We Are Marshall;2006;43532294;368;11912;12088;7;0;7.1;65000000
Soul Food;1997;43490057;88;2890;4737;6;6;6.9;7500000
Tears of the Sun;2003;43426961;845;14787;16580;8;1;6.6;70000000
Year One;2009;43337279;11000;11485;12258;8;2;4.9;60000000
Edge of Darkness;2010;43290977;258;3896;7053;6;1;6.6;80000000
Everest;2015;43247140;175;1764;2131;3;0;7.1;55000000
Star Trek: Nemesis;2002;43119879;53;28906;31224;10;0;6.4;60000000
You Only Live Twice;1967;43100000;43;1448;2127;3;0;6.9;9500000
No Reservations;2007;43097652;96;2265;3497;5;2;6.3;28000000
Transporter 2;2005;43095600;255;27810;29050;9;1;6.3;32000000
Reign of Fire;2002;43060566;38;52000;53024;10;0;6.2;60000000
Wag the Dog;1997;43022524;272;26957;29252;9;0;7.1;15000000
Snitch;2013;42919096;29;13874;15800;8;1;6.5;15000000
Snitch;2013;42919096;29;13874;15800;8;1;6.5;15000000
The Devil's Own;1997;42877165;79;24000;26088;9;0;6.1;86000000
Gulliver's Travels;2010;42776259;11;988;1173;2;1;4.9;112000000
Sense and Sensibility;1995;42700000;0;40000;41059;10;2;7.7;16500000
The Lizzie McGuire Movie;2003;42672630;13;2229;3423;5;1;5.3;17000000
Teenage Mutant Ninja Turtles III;1993;42660000;8;951;1254;2;0;4.8;52000000
Max;2015;42652003;132;1920;2851;4;0;6.8;20000000
Glory Road;2006;42643187;0;1902;2577;4;1;7.2;17000000
Because I Said So;2007;42640890;36;1632;1930;3;1;5.6;17000000
The Unborn;2009;42638165;687;11176;12183;7;1;4.8;16000000
The Unborn;2009;42638165;687;11176;12183;7;1;4.8;16000000
A Million Ways to Die in the West;2014;42615685;3000;26000;28927;9;3;6.1;40000000
Beverly Hills Cop III;1994;42610000;644;900;1093;2;1;5.5;55000000
Krampus;2015;42592530;66;4220;4567;6;0;6.2;15000000
Final Destination 5;2011;42575718;77;1880;3074;4;0;5.9;40000000
The Age of Adaline;2015;42478175;43;14000;15327;8;1;7.2;25000000
Casino;1995;42438300;17000;23295;24183;10;2;8.2;52000000
Step Up 3D;2010;42385520;209;2951;4059;5;0;6.2;30000000
Time Bandits;1981;42365600;0;1694;2730;4;0;7;5000000
Resident Evil: Retribution;2012;42345531;545;15974;17913;8;0;5.4;65000000
Birdman or (The Unexpected Virtue of Ignorance);2014;42335698;0;21529;21668;9;8;7.8;18000000
Lady in the Water;2006;42272747;0;4138;5609;6;1;5.6;70000000
Planet 51;2009;42194060;2;22480;22668;9;1;6.1;70000000
Welcome Home Roscoe Jenkins;2008;42168445;92;2082;3565;5;3;5.3;35000000
Fever Pitch;2005;42071069;101;1309;1827;3;1;6.2;30000000
Drag Me to Hell;2009;42057340;0;3828;5642;6;0;6.6;30000000
Spanglish;2004;42044321;274;12102;12522;7;2;6.5;80000000
The Cabin in the Woods;2012;42043633;246;27572;29551;9;0;7;30000000
Dolphin Tale 2;2014;42019483;188;12272;13904;7;0;6.4;36000000
Riddick;2013;41997790;123;15828;17551;8;0;6.4;38000000
Donnie Brasco;1997;41954997;179;54646;56014;10;2;7.8;35000000
The Fisher King;1991;41895491;0;12604;12947;7;1;7.6;24000000
Thir13en Ghosts;2001;41867960;17;2465;3023;5;0;5.5;20000000
Exorcist: The Beginning;2004;41814863;212;1429;1970;3;0;5.1;50000000
Aliens vs. Predator: Requiem;2007;41797066;25;2214;4324;5;0;4.7;40000000
The Hills Have Eyes;2006;41777564;192;2580;4500;5;0;6.4;15000000
Ronin;1998;41609593;287;24135;24270;9;2;7.3;55000000
The Hours;2002;41597830;335;12107;12624;7;3;7.6;25000000
Orphan;2009;41573740;174;88602;88953;10;1;7;70000000
High Crimes;2002;41543207;73;14505;15571;8;1;6.3;42000000
Bandits;2001;41523271;272;13643;13934;7;2;6.6;80000000
Gremlins 2: The New Batch;1990;41482207;287;17590;19610;8;0;6.3;50000000
Secondhand Lions;2003;41407470;23;7000;9638;7;1;7.6;30000000
Pale Rider;1985;41400000;16000;16695;17209;9;0;7.3;6900000
Peggy Sue Got Married;1986;41382841;0;13704;14672;8;0;6.3;18000000
Gosford Park;2001;41300105;500;2114;3261;5;0;7.3;19800000
The Peacemaker;1997;41256277;75;825;1289;2;2;5.9;50000000
The Mirror Has Two Faces;1996;41252428;0;12884;13716;7;0;6.5;42000000
A Walk to Remember;2002;41227069;163;1719;2436;4;1;7.4;11000000
What to Expect When You're Expecting;2012;41102171;52;12651;13396;7;12;5.7;40000000
Money Talks;1997;41067398;420;1915;2530;4;2;6.1;25000000
Money Monster;2016;41008532;0;9336;10894;7;1;6.7;27000000
The Last Exorcism;2010;40990055;13;1171;1958;3;0;5.6;1800000
End of Watch;2012;40983001;453;25953;27788;9;2;7.7;7000000
The Ides of March;2011;40962534;0;56000;57077;10;1;7.1;12500000
The Siege;1998;40932372;380;31774;32563;10;0;6.3;70000000
Windtalkers;2002;40911830;610;13453;15046;8;0;6;115000000
Out of Time;2003;40905277;73;19209;19739;8;3;6.5;50000000
House on Haunted Hill;1999;40846082;37;2258;2872;4;0;5.6;19000000
Max Payne;2008;40687294;212;15800;16249;8;1;5.4;35000000
About a Boy;2002;40566655;129;74;74;1;0;7.1;30000000
Duplicity;2009;40559930;209;9896;10623;7;0;6.2;60000000
Bill & Ted's Excellent Adventure;1989;40485039;65;19499;20795;9;6;6.9;10000000
The Master of Disguise;2002;40363530;11;1931;3058;4;2;3.3;16000000
Heartbreakers;2001;40334024;7;2377;2912;4;3;6.2;35000000
I Am Sam;2001;40270895;24;2385;3152;5;0;7.6;22000000
Hanna;2011;40247512;456;211;257;1;0;6.8;30000000
Hardball;2001;40219708;48;18597;18630;8;3;6.3;21000000
There Will Be Blood;2007;40218903;0;487;533;1;0;8.1;25000000
Bridget Jones: The Edge of Reason;2004;40203020;17;15186;15634;8;1;5.9;40000000
Catwoman;2004;40198710;26;2218;3144;5;0;3.3;100000000
Legion;2010;40168080;124;3384;3889;5;0;5.2;26000000
The Piano;1993;40158000;319;1029;1051;2;1;7.6;7000000
Stranger Than Fiction;2006;40137776;395;8266;8362;7;1;7.6;38000000
Blue Crush;2002;40118420;134;1144;1165;2;3;5.6;30000000
Righteous Kill;2008;40076438;50;37000;38809;10;2;6;60000000
You Got Served;2004;40066497;548;1112;1792;3;0;3.5;8000000
The Faculty;1998;40064955;0;9000;12170;7;1;6.4;15000000
Collateral Damage;2002;40048332;99;1018;1460;2;1;5.5;85000000
A Haunted House;2013;40041683;89;1852;3421;4;6;5.1;2500000
I Still Know What You Did Last Summer;1998;39989008;41;46970;49847;10;2;4.6;24000000
The Wild Thornberrys Movie;2002;39880476;0;2038;2908;4;0;5.2;25000000
The Illusionist;2006;39825798;168;4075;4210;6;3;7.6;16000000
The Illusionist;2006;39825798;168;4075;4210;6;3;7.6;16000000
Caddyshack;1980;39800000;11000;14057;14921;9;3;7.4;6000000
The Beach;2000;39778599;0;29453;29461;9;0;6.6;50000000
Epic Movie;2007;39737645;82;2524;4293;5;11;2.3;20000000
The Ladykillers;2004;39692139;1000;39939;41701;10;1;6.2;35000000
Hitman;2007;39687528;87;1940;2124;3;1;6.3;24000000
Jackie Brown;1997;39647595;16000;23889;25522;10;5;7.5;12000000
30 Days of Night;2007;39568996;171;565;814;1;0;6.6;32000000
Benji;1974;39552600;24;738;1090;1;0;6.1;500000
Resident Evil;2002;39532308;545;16766;17902;8;0;6.7;33000000
Hocus Pocus;1993;39514713;197;1031;1275;2;0;6.7;28000000
The Texas Chainsaw Massacre: The Beginning;2006;39511038;473;24597;26402;9;0;5.9;16000000
Crazy Heart;2009;39462438;108;12803;13172;7;0;7.3;7000000
Little Nicky;2000;39442871;65;22658;25190;9;0;5.3;80000000
Burlesque;2010;39440655;59;3504;4315;6;1;6.4;55000000
Rugrats Go Wild;2003;39399750;0;1836;3017;4;0;5.6;25000000
Body of Lies;2008;39380442;0;29284;29824;10;1;7.1;70000000
The Expendables 3;2014;39292022;385;50000;52610;10;15;6.1;90000000
Lakeview Terrace;2008;39263506;119;2263;2382;4;1;6.1;22000000
Anna and the King;1999;39251128;72;784;804;1;2;6.7;75000000
Pitch Black;2000;39235088;123;15778;16196;8;0;7.1;23000000
Annie Hall;1977;39200000;11000;12265;12691;8;0;8.1;4000000
The Adventures of Sharkboy and Lavagirl 3-D;2005;39177541;0;13439;14899;8;1;3.5;50000000
Enough;2002;39177215;150;2678;3770;5;1;5.6;38000000
The Grudge 2;2006;39143839;70;5348;5746;6;0;5;20000000
The Crazies;2010;39103378;42;2104;2609;4;0;6.5;20000000
What's Love Got to Do with It;1993;39100956;13;114;114;1;0;7.2;6500000
Something Borrowed;2011;39026186;42;1991;2371;4;4;5.9;35000000
Dead Man Walking;1995;39025000;0;725;903;1;0;7.6;11000000
The Sisterhood of the Traveling Pants;2005;39008741;42;3870;6862;6;0;6.6;25000000
Primary Colors;1998;38966057;0;1036;1409;2;0;6.7;65000000
Earth to Echo;2014;38916903;13;1530;1921;3;0;5.8;13000000
Little Shop of Horrors;1986;38747385;0;14267;15308;8;2;6.9;25000000
Happy Gilmore;1996;38624000;221;11994;13162;7;1;7;12000000
On Deadly Ground;1994;38590500;0;1655;1860;3;1;4.4;50000000
The Ghost and the Darkness;1996;38553833;81;1579;1752;3;0;6.8;55000000
Sex Tape;2014;38543473;52;1289;1488;2;2;5.1;40000000
Surrogates;2009;38542418;84;15000;18132;8;5;6.3;80000000
Spy Kids: All the Time in the World in 4D;2011;38536376;0;3374;4311;6;5;3.6;27000000
Rock of Ages;2012;38509342;163;677;712;1;7;5.9;75000000
Gridiron Gang;2006;38432823;21;14581;15811;8;1;6.9;30000000
Midnight Run;1988;38413606;102;23078;23866;9;1;7.6;30000000
The Terminator;1984;38400000;0;2918;3582;5;1;8.1;6500000
Pride & Prejudice;2005;38372662;456;949;1083;2;2;7.8;28000000
Last Holiday;2006;38360195;61;2477;3757;5;1;6.4;45000000
Stardust;2007;38345403;905;15859;16034;8;8;7.7;70000000
Brooklyn;2015;38317535;34;947;995;2;1;7.5;11000000
47 Ronin;2013;38297305;47;19982;20965;9;2;6.3;175000000
Meet the Spartans;2008;38232624;82;1990;3854;5;0;2.7;30000000
Undercover Brother;2002;38230435;92;1699;3001;4;3;5.8;25000000
Cruel Intentions;1999;38201895;16;5293;6223;6;3;6.9;10500000
Scream 4;2011;38176892;0;3428;4486;6;0;6.2;40000000
10 Things I Hate About You;1999;38176108;19;36835;37907;10;6;7.2;16000000
The Original Kings of Comedy;2000;38168022;0;1796;1964;3;0;6.6;3000000
The Running Man;1987;38122105;343;1536;2373;4;1;6.6;27000000
Treasure Planet;2002;38120554;63;24490;26940;9;0;7.1;140000000
Spaceballs;1987;38119483;0;2147;2936;4;2;7.1;22700000
Ninja Assassin;2009;38105077;160;521;701;1;0;6.4;40000000
Ri�hie Ri�h;1994;38087756;80;3737;4634;6;1;5.2;40000000
Harold & Kumar Escape from Guantanamo Bay;2008;38087366;22;2770;4065;5;2;6.6;12000000
Urban Legend;1998;38048637;9;2535;3500;5;4;5.5;14000000
Bill & Ted's Bogus Journey;1991;38037513;12;19405;20188;9;2;6.2;20000000
40 Days and 40 Nights;2002;37939782;36;2066;3294;5;0;5.6;17000000
Big Mommas: Like Father Like Son;2011;37911876;14;2297;3500;5;2;4.4;32000000
Seven Years in Tibet;1997;37901509;218;12091;12226;7;1;7;70000000
The Brothers Grimm;2005;37899638;0;26871;27114;9;2;5.9;88000000
Not Another Teen Movie;2001;37882551;11;12954;15369;8;0;5.7;16000000
Bedazzled;2000;37879996;11000;4059;5390;7;2;6;48000000
Wild;2014;37877959;212;3432;4896;6;1;7.1;15000000
Head of State;2003;37788228;0;2454;4537;5;1;5.4;35200000
The Secret Life of Bees;2008;37766350;107;1764;3376;4;5;7.3;11000000
Sky Captain and the World of Tomorrow;2004;37760080;14;12582;12871;7;2;6.1;70000000
Mars Attacks!;1996;37754208;13000;21503;22590;9;3;6.3;70000000
Autumn in New York;2000;37752931;643;25586;26938;9;2;5.5;40000000
August: Osage County;2013;37738400;53;38000;39690;10;3;7.3;25000000
For Colored Girls;2010;37721949;0;2549;6035;6;0;6;20000000
Philomena;2013;37707719;350;1804;2376;4;2;7.6;12000000
How Stella Got Her Groove Back;1998;37672350;8;1010;1660;2;1;5.5;20000000
Red Riding Hood;2011;37652565;308;12913;15369;8;2;5.4;42000000
The Nativity Story;2006;37617947;308;876;966;2;0;6.8;30000000
First Knight;1995;37600435;109;1471;1695;3;3;5.9;55000000
Conan the Barbarian;1982;37567440;468;1793;2024;4;0;6.9;20000000
Conan the Barbarian;1982;37567440;468;1793;2024;4;0;6.9;20000000
Good Boy!;2003;37566230;9;1957;2164;3;1;5.1;17000000
In Time;2011;37553932;487;33000;34011;10;2;6.7;40000000
Abraham Lincoln: Vampire Hunter;2012;37516013;335;6911;8281;7;0;5.9;69000000
Raising Helen;2004;37486138;0;1569;2052;3;1;6;50000000
The Back-up Plan;2010;37481242;16;2284;3356;5;0;5.3;35000000
Invictus;2009;37479778;16000;24204;24458;10;1;7.4;60000000
Jeepers Creepers;2001;37470017;108;1592;1982;3;0;6.1;10000000
Man of the Year;2006;37442180;272;52000;52571;10;1;6.2;20000000
The Longest Ride;2015;37432299;88;2913;3386;5;0;7.1;34000000
Paul;2011;37371385;99;294;390;1;0;7;40000000
Out of Sight;1998;37339525;0;3768;3768;6;1;7;48000000
J. Edgar;2011;37304950;16000;35363;36258;10;0;6.6;35000000
The Roommate;2011;37300107;26;4638;5349;6;1;4.8;16000000
Jumping the Broom;2011;37295394;70;2738;5959;6;8;5.7;6600000
Crossroads;2002;37188667;33;1323;1531;2;1;3.3;12000000
Crossroads;2002;37188667;33;1323;1531;2;1;3.3;12000000
The Guilt Trip;2012;37101011;98;841;1070;2;1;5.8;40000000
30 Minutes or Less;2011;37053924;181;1769;1987;3;3;6.1;28000000
Keeping the Faith;2000;37036404;0;2578;5404;6;3;6.4;30000000
The Change-Up;2011;37035845;71;26634;28045;9;2;6.4;52000000
28 Days;2000;37035515;84;22664;23864;9;1;6;43000000
Fight Club;1999;37023395;21000;12420;13209;9;2;8.8;63000000
Clockstoppers;2002;36985501;906;3115;3917;6;0;5.2;26000000
Sphere;1998;36976367;272;1033;1044;2;3;6;75000000
State of Play;2009;36965395;162;19127;19776;8;3;7.1;20000000
That's My Boy;2012;36931089;51;14622;16484;8;2;5.6;70000000
16 Blocks;2006;36883539;503;14724;15053;8;2;6.6;52000000
Risen;2016;36874745;58;264;389;1;2;6.3;20000000
Kiss of the Dragon;2001;36833473;20;6760;7945;7;1;6.6;25000000
My Favorite Martian;1999;36830057;80;1647;2151;3;2;4.9;65000000
Alive;1993;36733909;155;826;2054;2;3;7.1;32000000
Recess: School's Out;2001;36696761;6;1667;2197;3;0;6.5;23000000
Colombiana;2011;36665854;118;2289;3432;5;0;6.4;40000000
Vampires Suck;2010;36658108;82;1514;2898;4;7;3.5;20000000
Freedom Writers;2007;36581633;98;3405;3994;6;1;7.5;21000000
Escape from Alcatraz;1979;36500000;152;16925;17568;8;0;7.6;8000000
Million Dollar Arm;2014;36447959;44;5141;6393;6;0;7;25000000
The Thin Red Line;1998;36385763;0;1679;1937;3;0;7.6;52000000
Sucker Punch;2011;36381716;0;6826;7067;6;4;6.1;82000000
Beauty Shop;2005;36310118;23;2104;3535;5;1;5.5;20000000
8MM;1999;36283504;541;12811;12970;7;1;6.5;40000000
The Sentinel;2006;36279230;69;735;1352;2;0;6.1;60000000
Mad Max Beyond Thunderdome;1985;36200000;750;1385;1529;3;2;6.2;12305523
Friday the 13th Part III;1982;36200000;49;123;174;1;0;5.7;4000000
Walking with Dinosaurs 3D;2013;36073232;43;1488;1971;3;0;5.2;80000000
Death Race;2008;36064910;545;27677;28643;9;4;6.4;45000000
Set It Off;1996;36049108;473;2426;3661;5;4;6.8;9000000
Hanging Up;2000;36037909;0;867;1238;2;3;4.7;60000000
Derailed;2005;36020063;101;1675;2019;3;2;6.6;22000000
The Robe;1953;36000000;28;1423;1920;3;1;6.8;5000000
The Greatest Show on Earth;1952;36000000;309;542;825;1;0;6.7;4000000
What a Girl Wants;2003;35990505;29;15742;16400;8;1;5.8;20000000
Mortal Kombat: Annihilation;1997;35927406;40;1354;2266;3;0;3.7;30000000
In the Bedroom;2001;35918429;143;2657;3970;5;1;7.5;1700000
The Theory of Everything;2014;35887263;120;14025;14100;7;0;7.7;15000000
Shine;1996;35811509;96;838;888;1;0;7.7;5500000
The Island;2005;35799026;0;34000;34839;10;1;6.9;126000000
The Island;2005;35799026;0;34000;34838;10;1;6.9;126000000
The Boy;2016;35794166;19;4464;4687;6;0;6;10000000
Trouble with the Curve;2012;35754555;39;17358;17871;8;0;6.8;20000000
Changeling;2008;35707327;16000;12502;12840;9;0;7.8;55000000
Smokin' Aces;2006;35635046;248;17956;19410;8;0;6.7;17000000
The Indian in the Cupboard;1995;35617599;0;2408;2965;5;1;5.9;45000000
The American;2010;35596227;210;1270;1454;2;1;6.3;20000000
Larry Crowne;2011;35565975;15000;16231;16827;9;0;6.1;30000000
Dirty Grandpa;2016;35537564;11;23262;24063;9;1;6;11500000
Selena;1997;35422828;16;1405;1735;3;1;6.7;20000000
Live and Let Die;1973;35400000;82;1317;1865;3;3;6.8;7000000
The Boy Next Door;2015;35385560;357;3791;4807;6;1;4.6;4000000
Money Train;1995;35324232;29;901;1132;2;1;5.6;68000000
Frankenweenie;2012;35287788;13000;2652;4774;7;0;7;39000000
Children of Men;2006;35286428;0;16448;16479;8;0;7.9;76000000
Carrie;2013;35266619;108;19534;20051;9;1;5.9;30000000
Carrie;2013;35266619;108;19534;20051;9;1;5.9;30000000
The Flintstones in Viva Rock Vegas;2000;35231365;32;2700;6299;6;0;3.6;60000000
The Mothman Prophecies;2002;35228696;89;1582;1651;3;0;6.5;32000000
The Doors;1991;35183792;0;1848;3044;4;1;7.2;38000000
K-19: The Widowmaker;2002;35168677;0;14725;15149;8;1;6.7;100000000
For Love of the Game;1999;35168395;0;25175;25469;9;0;6.5;50000000
Jeepers Creepers II;2003;35143332;108;743;1340;2;0;5.6;17000000
Intolerable Cruelty;2003;35096190;0;1045;1395;2;1;6.3;60000000
Deck the Halls;2006;35092918;14;3728;5468;6;0;4.9;15000000
The Number 23;2007;35063732;541;9809;10938;7;1;6.4;32000000
Step Up Revolution;2012;35057332;35;4027;4863;6;0;6.5;33000000
Drive;2011;35054909;0;33973;34337;10;0;7.8;15000000
A Very Harold & Kumar 3D Christmas;2011;35033759;12;2024;2462;4;4;6.3;19000000
Green Zone;2010;35024475;521;13632;13761;7;1;6.9;100000000
Good Deeds;2012;35010192;0;1936;2226;3;1;5.4;15000000
The Skulls;2000;35007180;357;24883;26652;9;0;5.6;15000000
Good Luck Chuck;2007;35000629;7;2002;2822;4;1;5.6;25000000
Pan;2015;34964818;456;20953;21404;9;4;5.8;150000000
Pan;2015;34964818;456;20942;21393;9;4;5.8;150000000
Pan;2015;34964818;456;20942;21393;9;4;5.8;150000000
50/50;2011;34963967;129;36000;39807;10;2;7.7;8000000
The 5th Wave;2016;34912982;5;18724;19974;8;0;5.2;38000000
Freddy's Dead: The Final Nightmare;1991;34872293;54;41199;42002;10;0;4.9;8500000
White Fang;1991;34793160;116;524;552;1;1;6.7;14000000
A Thin Line Between Love and Hate;1996;34746109;0;1407;3023;4;2;5.6;8000000
Take the Lead;2006;34703228;3;2151;3797;5;0;6.7;30000000
Dangerous Liaisons;1988;34700000;350;35418;35501;10;2;7.7;14000000
Dangerous Liaisons;1988;34700000;350;35418;35501;10;2;7.7;14000000
Licence to Kill;1989;34667015;46;1307;2371;3;0;6.6;32000000
Hostage;2005;34636443;17;100759;103354;10;0;6.6;52000000
Cradle 2 the Grave;2003;34604054;43;6050;6867;6;2;5.8;30000000
